,lon,lat,size
0,105.9864951422042,-5.999439489850094,5.0
1,105.94505428897268,-6.026493671326567,5.0
2,105.94614007552023,-6.030836817516771,15.555555555555555
3,106.01843536314466,-5.899637609687716,5.0
4,106.06503370247704,-5.884074669172821,5.0
5,106.3529481020026,-6.249622806848256,5.0
6,106.08756377333873,-6.138601132361186,5.0
7,106.36588705836091,-6.21931126572913,5.0
8,106.39827969036284,-6.036627679103708,5.0
9,106.02350236703323,-6.007582888956724,5.0
10,106.4215336189229,-6.049657117674317,5.0
11,106.33548503502949,-5.991296090743462,5.0
12,106.116699045698,-6.0105688019624885,5.0
13,106.29259646640124,-5.9850528180950455,5.0
14,106.02024500739057,-6.008849639928867,5.0
15,106.02241658048567,-6.062686556244927,5.0
16,106.08702088006494,-6.1390535434226665,5.0
17,106.30933567567597,-5.973199648284282,5.0
18,106.26608517819854,-6.007130477895244,5.0
19,106.11507036587668,-6.009121086565754,5.0
20,106.29304887746271,-5.9822478695138726,5.0
21,106.38552169842912,-6.015907252487947,5.0
22,106.41510938184987,-6.047123615730032,5.0
23,106.42723399829752,-6.05599087253503,5.0
24,106.3107833910727,-5.977633276686781,5.0
25,106.36769670260682,-6.06350089615559,5.0
26,106.05779512549337,-6.05689569465799,5.0
27,106.29395369958567,-5.9818859406646885,5.0
28,106.80662591445424,-6.21379185077908,5.0
29,106.61742760854352,-6.124304942818434,5.0
30,106.72781590754452,-6.284729905219065,5.0
31,106.61869435951566,-6.139596436696442,5.0
32,106.66855005849071,-6.1245763894553225,5.0
33,106.61634182199597,-6.140591741031697,5.0
34,106.49762915946376,-6.25812813480407,5.0
35,106.66230678584229,-6.037351536802075,5.0
36,106.677507797508,-6.073906350569619,5.0
37,106.79097249172706,-6.178051376922199,5.0
38,106.66574510990954,-6.035813339193044,5.0
39,106.5100252225483,-6.149368515624399,5.0
40,106.66990729167514,-6.033641766097944,5.0
41,106.8824500083582,-6.253694506401572,5.0
42,106.728268318606,-6.150182855535062,5.0
43,106.67171693592107,-6.034456106008607,15.555555555555555
44,107.03102180094808,-6.161674096496641,5.0
45,106.90615634797973,-6.142672831914503,5.0
46,106.92588147026024,-6.166379171536028,5.0
47,107.14475794180402,-6.2588519925024375,5.0
48,107.06269057525164,-5.997901292241063,5.0
49,106.94180633962432,-6.1018653541690515,5.0
50,106.99247637851002,-6.199495661236328,5.0
51,106.96840811003932,-6.164660009502406,5.0
52,107.06024755551965,-6.019797987616671,5.0
53,107.09164488318633,-6.266814427184476,5.0
54,107.0326504807694,-6.06042450093753,5.0
55,107.06232864640246,-6.023236311683915,5.0
56,107.05653778481552,-6.0164501457617225,5.0
57,106.95248324067524,-6.212163170957753,5.0
58,107.06739565029103,-5.9988965965763175,5.0
59,107.14050527782611,-6.2789390436321275,5.0
60,106.93927283768004,-6.128286160159455,5.0
61,106.90579441913054,-6.141134634305472,5.0
62,107.04875631455808,-6.016631110186314,5.0
63,107.12738535704321,-6.263104656480345,5.0
64,106.94189682183662,-6.122766745209405,15.555555555555555
65,107.07219120754272,-6.003963600464888,5.0
66,107.06703372144185,-6.0132832683313655,5.0
67,107.05997610888276,-6.017535932309273,5.0
68,107.06540504162052,-6.017264485672386,5.0
69,106.9774563312689,-6.092274239665686,5.0
70,106.97808970675497,-6.092274239665686,5.0
71,106.97492282932461,-6.091912310816503,5.0
72,106.97944693993941,-6.101322460895276,5.0
73,106.96234580181549,-6.1018653541690515,5.0
74,107.0682099902017,-6.012106999571519,5.0
75,107.07210072533042,-6.005320833649327,5.0
76,107.06612889931888,-5.9991680432132055,5.0
77,107.0504754765917,-6.114985274951957,5.0
78,106.99754338239859,-6.086754824715636,5.0
79,106.95221179403835,-6.21134883104709,5.0
80,107.06739565029103,-6.020974256376517,5.0
81,107.04604184818919,-6.259123439139326,5.0
82,107.00776787238803,-6.086121449229565,5.0
83,107.03364578510465,-6.205377005035561,5.0
84,107.06703372144185,-6.003420707191113,5.0
85,107.05165174535153,-6.009030604353459,5.0
86,107.09318308079536,-5.981071600754025,5.0
87,107.00532485265605,-6.088835915598442,5.0
88,107.03011697882512,-6.065220058189213,5.0
89,106.96388399942452,-6.104217891688745,5.0
90,107.01455403831022,-6.08910736223533,5.0
91,106.96397448163681,-6.102860658504307,5.0
92,107.0678480613525,-5.998534667727134,5.0
93,107.0567187492401,-6.017264485672386,5.0
94,107.64421975367739,-6.25459932852453,5.0
95,107.64141480509622,-6.251613415518766,5.0
96,107.62521848909525,-6.208453400253622,5.0
97,107.62612331121821,-6.20935822237658,5.0
98,107.62548993573213,-6.206010380521632,5.0
99,107.64349589597902,-6.253965953038459,5.0
100,107.65399183260534,-6.254056435250755,5.0
101,107.64639132677249,-6.248084609239226,5.0
102,107.87784482582539,-6.199314696811736,5.0
103,105.87936420284586,-6.405523658634091,5.0
104,106.13162861072682,-6.3128698732430895,5.0
105,106.11117963074796,-6.333952228708035,5.0
106,106.43754897049926,-6.66991268296271,5.0
107,106.81476931356087,-6.722301883882036,15.555555555555555
108,106.89005051419107,-6.3675211294698135,5.0
109,106.8363945622996,-6.352410600016398,5.0
110,106.65995424832259,-6.325084971903037,5.0
111,106.86019138413342,-6.594631482332521,5.0
112,106.71243393145421,-6.715968129021323,5.0
113,106.83340864929383,-6.495372495443919,5.0
114,106.83340864929383,-6.49446767332096,5.0
115,106.47690873284799,-6.59644112657844,5.0
116,106.8074402543649,-6.6013271660424175,5.0
117,106.89656523347637,-6.689366358606328,5.0
118,106.53481734871737,-6.54920941175998,5.0
119,106.77794305315645,-6.370597524687874,5.0
120,106.80047312401813,-6.650549489531388,5.0
121,106.71333875357718,-6.718139702116424,5.0
122,106.787896096509,-6.421810456847353,15.555555555555555
123,106.87041587412286,-6.294411501934726,5.0
124,106.64294359241097,-6.565767656610129,26.11111111111111
125,106.73179712488555,-6.421900939059649,5.0
126,106.88199759729673,-6.708820034249947,5.0
127,106.65886846177504,-6.324632560841557,5.0
128,106.85485293360796,-6.357749050541856,5.0
129,107.34770954398373,-6.38525564307981,5.0
130,106.99772434682319,-6.355577477446754,15.555555555555555
131,107.30491145756777,-6.371864275660016,5.0
132,107.12059919112102,-6.308074315991407,5.0
133,106.96632701915651,-6.3817268368002695,5.0
134,107.12367558633908,-6.309522031388141,5.0
135,107.11987533342266,-6.307712387142224,5.0
136,106.99763386461089,-6.348791311524562,26.11111111111111
137,106.99600518478957,-6.344900576395839,26.11111111111111
138,107.07979171337557,-6.7184111487533125,5.0
139,107.17914118247646,-6.326170758450587,5.0
140,107.32934165488766,-6.404980765360316,5.0
141,107.123042210853,-6.30934106696355,5.0
142,106.99917206221991,-6.356934710631193,5.0
143,107.00161508195191,-6.345986362943389,15.555555555555555
144,107.33902325160332,-6.374578742028893,5.0
145,107.00279135071176,-6.3529534932901734,5.0
146,107.1981424470586,-6.3902321647560845,5.0
147,107.32418416878679,-6.388151073873279,15.555555555555555
148,106.93438679821605,-6.446240654167246,5.0
149,107.0678480613525,-6.719677899725455,5.0
150,107.00016736655517,-6.356753746206601,5.0
151,107.03807941350716,-6.707734247702396,5.0
152,107.05183270977614,-6.7098153385852015,5.0
153,107.05635682039093,-6.717506326630353,5.0
154,107.05237560304991,-6.329428118093239,5.0
155,107.00134363531502,-6.354853619748387,5.0
156,106.97890404666563,-6.373311991056751,5.0
157,107.00432954832078,-6.439635452669645,5.0
158,106.95628349359167,-6.697600239925255,5.0
159,107.16258293762631,-6.389508307057717,5.0
160,106.97103209419589,-6.698052650986734,5.0
161,107.31133569464077,-6.385889018565881,5.0
162,107.32888924382618,-6.4073333028800095,5.0
163,107.2160579250932,-6.388965413783941,5.0
164,107.05536151605567,-6.717415844418057,5.0
165,107.12032774448413,-6.5585290796264575,5.0
166,107.02025441768487,-6.349515169222929,15.555555555555555
167,107.14530083507779,-6.349967580284408,5.0
168,107.08902089902975,-6.328523295970281,5.0
169,107.0768058003698,-6.7128917338032625,5.0
170,106.92705773902009,-6.70809617655158,5.0
171,107.11634652714311,-6.311603122270947,15.555555555555555
172,107.00432954832078,-6.3446291297589505,5.0
