,lon,lat,size
173,107.74049282756022,-6.590288336142319,5.0
174,107.51283958142373,-6.7125298049540785,5.0
175,107.44868769290595,-6.430587231440056,5.0
176,107.59915961195402,-6.493291404561114,5.0
177,107.59897864752944,-6.494105744471777,5.0
178,107.63146176174367,-6.631638707161544,15.555555555555555
179,107.45592626988962,-6.444340527709032,5.0
180,107.56785276649964,-6.653987813598632,5.0
181,107.3769352985553,-6.406880891818529,5.0
182,108.19163713806758,-6.341733698965482,5.0
183,108.19154665585528,-6.3300614935793105,5.0
184,108.20602380982263,-6.337933446049054,5.0
185,108.19362774673809,-6.3274375094227295,5.0
186,108.18810833178803,-6.331328244551453,5.0
187,107.83504673940944,-6.557986186352682,5.0
188,108.19163713806758,-6.340738394630227,5.0
189,108.30057772167184,-6.34001453693186,5.0
190,108.29876807742593,-6.340466947993339,5.0
191,108.5225305884337,-6.546223498754215,5.0
192,108.31659307324823,-6.569748873951149,5.0
193,108.39802706431453,-6.3788314060068005,5.0
194,108.52271155285828,-6.529212842842586,5.0
195,108.52976916541736,-6.557533775291202,5.0
196,108.44779228107728,-6.69705734665148,5.0
197,110.74486420463327,-6.5214313725851385,5.0
198,110.72197220492242,-6.706467496730253,5.0
199,110.64470039562171,-6.6811324772874014,5.0
200,110.61936537617886,-6.733431195994432,5.0
201,110.64714341535371,-6.671993773845515,5.0
202,110.72142931164863,-6.456284179732091,5.0
203,110.6515770437562,-6.654802153509294,5.0
204,110.64533377110779,-6.67036509402419,5.0
205,110.65293427694064,-6.655073600146182,5.0
206,110.64795775526437,-6.672265220482403,5.0
207,110.65230090145458,-6.659688192973273,5.0
208,110.61583656989933,-6.739041093156777,5.0
209,110.8459328357678,-6.716782468931986,5.0
210,110.68867475079753,-6.552195324765744,5.0
211,110.99115678650271,-6.601598612679306,5.0
212,111.30603488529245,-6.7041149592105596,5.0
213,111.09213493542494,-6.736507591212492,5.0
214,111.05377047741148,-6.540251672742686,5.0
215,111.57214307165468,-6.699681330808061,5.0
216,111.57268596492845,-6.699319401958877,5.0
217,106.77866691085481,-6.930591936587197,5.0
218,106.7791193219163,-6.929777596676534,5.0
219,106.86634417456955,-6.974294845126116,5.0
220,106.77848594643022,-6.8867985458359815,5.0
221,107.00577726371752,-7.017273895966669,5.0
222,107.08250617974444,-6.7413031484641746,5.0
223,107.25152695231318,-6.857301344627518,5.0
224,107.09870249574541,-6.868159210103026,5.0
225,107.02477852829966,-6.863635099488231,5.0
226,107.13028078783668,-6.856034593655376,15.555555555555555
227,107.08024412443704,-6.741393630676471,5.0
228,106.98134706639763,-6.881369613098228,5.0
229,107.13969093791545,-6.842824190660174,5.0
230,107.33214660346883,-7.187742383932144,5.0
231,106.94696382572519,-6.883269739556441,5.0
232,107.1342620051777,-6.857572791264406,5.0
233,107.14367215525647,-6.857301344627518,5.0
234,106.98053272648697,-6.879740933276901,5.0
235,107.00360569062242,-7.016640520480598,5.0
236,107.04848486792119,-6.7841012348801355,5.0
237,107.03464108943992,-6.768085883303761,5.0
238,107.0457704015523,-6.869154514438281,5.0
239,107.78464814716062,-6.9582794935497425,5.0
240,107.80283507183209,-7.018450164726516,5.0
241,107.8005730165247,-7.013564125262537,5.0
242,107.62530897130755,-6.760304413046314,15.555555555555555
243,107.57192446605296,-6.90227100413858,5.0
244,107.62114678954192,-6.9782760624671365,5.0
245,107.57590568339398,-6.807988538926253,5.0
246,107.78627682698195,-6.9581890113374465,5.0
247,107.7431168117168,-7.010668694469068,5.0
248,107.5778962920645,-6.819570262100128,5.0
249,107.51944478292134,-6.814322293786966,5.0
250,107.57599616560627,-6.8183035111279855,5.0
251,107.57527230790791,-6.813055542814824,5.0
252,107.54758475094536,-6.807355163440182,5.0
253,107.54070810281088,-6.808621914412324,5.0
254,107.50867739965813,-6.8775693601818,5.0
255,107.78627682698195,-6.952850560811989,5.0
256,107.59662611000974,-7.021255113307689,5.0
257,107.79442022608858,-6.955565027180866,5.0
258,107.71090514413946,-7.096445831725581,5.0
259,107.58450149356209,-6.793692349383501,5.0
260,107.79984915882633,-6.922177090843678,5.0
261,107.58567776232194,-6.8069932345909985,5.0
262,107.79514408378695,-6.966784821505557,5.0
263,107.52387841132384,-6.809888665384467,5.0
264,107.61246049716152,-6.75885669764958,5.0
265,107.529126379637,-6.80871239662462,5.0
266,107.61010795964184,-6.75885669764958,5.0
267,107.60893169088199,-6.761571164018457,5.0
268,107.5467704110347,-6.817941582278802,5.0
269,107.59400212585317,-6.796768744601561,5.0
270,107.54713233988389,-6.801835748490132,5.0
271,107.65960172976769,-6.941811730911889,5.0
272,107.64141480509622,-6.947059699225051,5.0
273,107.7893532222,-6.956741295940712,5.0
274,107.58812078205392,-6.801564301853244,5.0
275,107.52179732044104,-6.8668019769185875,5.0
276,107.61607978565335,-6.760666341895497,5.0
277,107.61381773034596,-7.070929847858137,5.0
278,107.58585872674652,-6.824908712625586,5.0
279,107.63879082093963,-7.024241026313453,5.0
280,107.5225211781394,-6.956379367091529,5.0
281,107.73316376836425,-7.059710053533446,5.0
282,107.7431168117168,-7.004606386245243,5.0
283,107.57843918533827,-6.794054278232684,5.0
284,107.7851910404344,-6.9552030983316815,5.0
285,107.55482332792903,-6.806812270166406,5.0
286,107.79306299290414,-6.9523981497505085,5.0
287,107.79270106405495,-6.954660205057906,5.0
288,107.52270214256399,-6.867887763466139,5.0
289,107.53202181043046,-6.805364554769672,5.0
290,107.58513486904816,-6.816312902457476,5.0
291,107.62295643378785,-6.981623904322085,5.0
292,107.6109222995525,-6.757770911102028,5.0
293,107.53383145467639,-6.8069932345909985,5.0
294,107.53754122538052,-6.802197677339316,5.0
295,107.55192789713557,-7.008587603586262,5.0
296,107.60956506636805,-6.761390199593865,5.0
297,107.54206533599532,-6.910776332094395,5.0
298,107.80464471607802,-6.954298276208723,5.0
299,107.56115708278975,-6.92941566782735,5.0
300,107.51166331266388,-6.839204902168339,5.0
301,107.5313884349444,-6.800388033093397,5.0
302,107.56993385738245,-6.833775969430584,5.0
303,107.51483019009424,-6.929234703402758,5.0
304,107.57509134348332,-6.815950973608292,5.0
305,107.52994071954767,-6.993658038557439,5.0
306,107.5489419841298,-6.856306040292264,5.0
307,107.78093837645649,-7.049757010180897,5.0
308,107.54477980236419,-7.052742923186662,5.0
309,107.678964923199,-7.027860314805289,5.0
310,107.5819679916178,-6.825089677050178,5.0
311,107.62295643378785,-6.817670135641914,5.0
312,107.70728585564763,-7.045685310627581,5.0
313,107.729725444297,-6.911409707580466,5.0
314,107.57201494826526,-6.866168601432516,5.0
315,107.57672002330465,-6.808802878836916,5.0
316,107.53238373927965,-6.986962354847543,5.0
317,107.83703734807995,-6.97863799131632,5.0
318,107.81197377527398,-7.002072884300958,5.0
319,107.86517731610397,-6.845629139241347,5.0
320,107.83459432834795,-6.865897154795629,5.0
321,107.8138739017322,-6.965065659471935,5.0
322,107.82726526915198,-6.883269739556441,5.0
323,107.90046537889937,-7.123319048777463,5.0
324,107.8359515615324,-6.976466418221218,5.0
325,107.90254646978218,-7.157792771662201,5.0
326,107.80871641563132,-7.010306765619885,5.0
327,107.833689506225,-6.891775067512256,5.0
328,107.9000129678379,-7.121237957894658,5.0
329,107.9063467226986,-7.154354447594957,5.0
330,107.8843595451107,-7.113818416486394,5.0
331,107.85486234390224,-6.968232536902291,5.0
332,107.89865573465345,-7.121961815593025,5.0
333,107.81477872385516,-7.02496488401182,5.0
334,107.92905775798488,-7.130105214699656,5.0
335,108.1868415808159,-6.7870871478859005,5.0
336,108.48298986166039,-6.893584711758174,5.0
337,108.34509497012144,-6.864268474974303,5.0
338,108.40707528554412,-6.895575320428684,5.0
339,108.49936714208594,-6.916295747044445,5.0
340,108.41159939615892,-6.741393630676471,5.0
341,108.546779821329,-6.7783103732931975,5.0
342,108.6435957884856,-6.780934357449779,5.0
343,108.63427612061912,-7.026141152771667,5.0
344,108.33079878057868,-6.880917202036748,5.0
345,108.4715891029111,-6.876483573634249,5.0
346,108.47204151397258,-6.954479240633314,5.0
347,108.5465988569044,-6.779667606477636,5.0
348,108.46561727689956,-6.980085706713054,5.0
349,108.58107257978914,-6.7469130456265205,5.0
350,108.46769836778238,-6.896932553613122,5.0
351,108.84057556465378,-6.8694259610751685,5.0
352,109.08026294502561,-6.860920633119354,5.0
353,109.1200751184358,-6.860830150907058,5.0
354,109.12170379825713,-6.861825455242314,5.0
355,109.12541356896126,-6.8525962695881315,5.0
356,108.84184231562591,-6.8694259610751685,5.0
357,109.08442512679122,-6.863635099488231,5.0
358,108.82492214192658,-6.984338370690962,5.0
359,109.17409299917645,-6.863273170639047,5.0
360,109.3872690913456,-6.96207974646617,5.0
361,109.59836409263193,-6.857844237901293,5.0
362,109.59926891475489,-6.858568095599661,5.0
363,109.56696676496526,-7.067943934852373,5.0
364,109.60189289891147,-6.85947291772262,5.0
365,109.59546866183847,-6.8582061667504775,5.0
366,109.38772150240708,-6.962622639739945,5.0
367,109.3409421986501,-6.871507051957974,5.0
368,109.5943828752909,-6.861915937454609,5.0
369,109.57664836168091,-6.8896939766294505,5.0
370,109.1797933785511,-7.0266840460454425,5.0
371,109.60044518351474,-6.85947291772262,5.0
372,109.5968258950229,-6.858930024448845,5.0
373,110.05955192870412,-7.007954228100191,5.0
374,109.7467549207972,-6.926339272609289,5.0
375,109.68649376740814,-6.870240300985832,5.0
376,109.74738829628328,-6.887793850171237,5.0
377,109.68531749864829,-6.870240300985832,5.0
378,109.74765974292016,-6.885531794863839,5.0
379,109.75064565592592,-6.881731541947411,5.0
380,109.70676178296242,-6.867706799041547,5.0
381,110.01286310715945,-7.1351722185882265,5.0
382,109.74838360061852,-6.887341439109757,5.0
383,109.70621888968864,-6.867616316829251,5.0
384,110.42618585292712,-6.94950271895704,5.0
385,110.26377028185598,-7.001077579965703,5.0
386,110.42546199522876,-6.953212489661172,5.0
387,110.26630378380027,-6.9696802522990255,5.0
388,110.3053016172998,-6.930863383224085,5.0
389,110.35588117397322,-7.020712220033913,5.0
390,110.35235236769367,-7.0095829079215175,5.0
391,110.49920499824991,-7.018812093575699,5.0
392,110.29019108784638,-6.9383734068446445,5.0
393,110.46907442155538,-6.9467882525881635,5.0
394,110.33208435213939,-6.968594465751475,5.0
395,110.4288098370837,-7.178603680490258,5.0
396,110.30041557783582,-6.934573153928216,5.0
397,110.29697725376857,-6.934211225079033,5.0
398,110.29923930907597,-6.932853991894595,5.0
399,110.303220526417,-6.933215920743778,5.0
400,110.29064349890787,-6.937559066933981,5.0
401,110.47640348075134,-7.1807752535853595,5.0
402,110.42826694380993,-7.178603680490258,5.0
403,110.35633358503469,-7.022883793129015,5.0
404,110.4267287462009,-7.168379190500821,5.0
405,110.41912824036804,-7.171546067931178,5.0
406,110.49477136984741,-7.019354986849475,5.0
407,110.39379322092519,-6.9554745449685695,5.0
408,110.35741937158224,-7.004153975183764,5.0
409,110.30222522208174,-6.934754118352808,5.0
410,110.26033195778874,-6.9696802522990255,5.0
411,110.47052213695211,-6.956017438242345,5.0
412,110.47006972589064,-6.951402845415254,5.0
413,110.8614957762827,-6.771614689583301,5.0
414,110.60941233282632,-6.902361486350876,5.0
415,110.58290104462363,-6.804731179283601,15.555555555555555
416,110.86086240079662,-6.77451012037677,5.0
417,110.80322523156413,-6.853139162861907,5.0
418,110.60886943955254,-6.7498084764199895,5.0
419,110.53666463414041,-7.025688741710187,5.0
420,110.59556855434505,-6.755146926945447,5.0
421,110.57593391427683,-6.805002625920488,5.0
422,110.62099405600019,-6.749175100933918,5.0
423,110.52544483981572,-6.939549675604491,5.0
424,110.99188064420107,-6.887974814595828,5.0
425,111.31472117767285,-7.004063492971468,5.0
426,111.56680462112922,-7.137796202744807,5.0
427,111.66877807438671,-6.843367083933949,5.0
428,112.16652072422644,-7.1467539417621015,5.0
429,112.29591028780958,-6.876935984695728,5.0
430,112.260260296165,-7.097169689423948,5.0
431,112.29609125223418,-6.920005517748577,5.0
432,111.89561698061252,-6.794416207081868,5.0
433,111.93325758092762,-6.788263416645747,5.0
434,112.67014471786543,-7.174531980936942,5.0
435,112.7084186936666,-7.120152171347106,5.0
436,112.65847251247926,-7.147930210521948,5.0
437,112.71493341295191,-7.0582623381367116,5.0
438,112.66878748468099,-7.174531980936942,5.0
439,112.65431033071366,-7.147115870611285,5.0
440,112.56165654532265,-6.919643588899393,5.0
441,112.66344903415553,-7.1578832538744965,5.0
442,112.61902226791825,-7.108570448173231,5.0
443,112.56084220541199,-6.919372142262506,5.0
444,112.65005766673575,-7.176251142970565,5.0
445,112.60146871873285,-7.1666600284671995,5.0
446,112.66408240964161,-7.189552028178062,5.0
447,112.64272860753978,-7.1798704314624,5.0
448,112.61838889243218,-7.106760803927314,5.0
449,112.57857671902198,-6.957374671426783,5.0
450,112.6597392634514,-7.1836706843788285,5.0
451,112.66507771397686,-7.184846953138675,15.555555555555555
452,112.4305478197059,-7.141144044599756,5.0
453,112.657477208144,-7.1835802021665325,5.0
454,112.61196465535917,-7.112913594363435,5.0
455,112.63078495551672,-7.15163998122608,5.0
456,112.66417289185391,-7.190275885876429,5.0
457,112.71013785570022,-7.055819318404722,5.0
458,112.62182721649943,-7.187923348356736,5.0
459,112.70968544463874,-7.054824014069467,5.0
460,112.61648876597397,-7.117075776129046,5.0
461,112.63657581710365,-7.144672850879296,5.0
462,112.65955829902681,-7.191090225787092,5.0
463,112.61214561978376,-7.118433009313485,15.555555555555555
464,112.62716566702488,-7.145487190789959,5.0
465,112.61847937464448,-7.1158995073692,5.0
466,112.6598297456637,-7.191814083485459,5.0
467,112.61069790438702,-7.112913594363435,5.0
468,113.10038763733243,-7.139153435929246,5.0
469,113.14345717038528,-7.142048866722715,5.0
470,113.11314562926616,-7.154263965382661,5.0
