,lon,lat,size
0,106.06503370247704,-5.883984186960525,5.0
1,106.01843536314466,-5.899637609687716,5.0
2,105.98667610662879,-5.999439489850094,5.0
3,106.02350236703323,-6.007401924532132,5.0
4,106.02024500739057,-6.008849639928867,5.0
5,106.33403731963276,-5.992472359503309,5.0
6,105.94460187791121,-6.03174163963973,5.0
7,105.94614007552023,-6.030836817516771,5.0
8,106.67244079361942,-6.034275141584015,5.0
9,106.6709930782227,-6.034184659371719,5.0
10,106.94180633962432,-6.1018653541690515,5.0
11,106.9774563312689,-6.092455204090278,5.0
12,106.97501331153691,-6.092364721877982,5.0
13,106.97808970675497,-6.092274239665686,5.0
14,107.05662826702782,-6.0163596635494265,5.0
15,106.99754338239859,-6.086754824715636,5.0
16,106.08747329112643,-6.138601132361187,5.0
17,106.61742760854352,-6.124304942818435,5.0
18,106.61869435951566,-6.139596436696442,5.0
19,106.90579441913054,-6.14140608094236,5.0
20,106.94162537519972,-6.1216809586618535,5.0
21,106.9422587506858,-6.123038191846292,5.0
22,106.90615634797973,-6.142763314126799,5.0
23,106.94180633962432,-6.12330963848318,5.0
24,107.03102180094807,-6.161674096496641,5.0
25,106.3530385842149,-6.24953232463596,5.0
26,106.36588705836091,-6.219220783516834,5.0
27,106.72781590754451,-6.2846394230067695,5.0
28,106.80662591445424,-6.21379185077908,5.0
29,106.95248324067524,-6.212072688745457,5.0
30,106.99238589629773,-6.199495661236328,5.0
31,106.65895894398733,-6.3245420786292605,5.0
32,106.89005051419107,-6.3674306472575175,5.0
33,106.8363945622996,-6.352320117804102,5.0
34,106.9971814535494,-6.348791311524562,15.555555555555555
35,106.99772434682318,-6.355848924083642,15.555555555555555
36,106.99528132709119,-6.345262505245022,15.555555555555555
37,107.00125315310272,-6.345805398518797,5.0
38,107.0017960463765,-6.345805398518797,5.0
39,106.9972719357617,-6.344267200909767,5.0
40,107.00233893965027,-6.353586868776245,5.0
41,107.1161655627185,-6.311784086695539,5.0
42,107.11996581563494,-6.30780286935452,5.0
43,107.1206896733333,-6.308164798203703,5.0
44,107.1231326930653,-6.309431549175845,5.0
45,107.12367558633908,-6.309612513600437,5.0
46,107.30491145756777,-6.371864275660016,5.0
47,108.30048723945956,-6.34001453693186,5.0
48,108.29876807742593,-6.340466947993339,5.0
49,105.87963564948275,-6.405523658634091,5.0
50,105.87909275620898,-6.405523658634091,5.0
51,106.78807706093357,-6.422081903484241,5.0
52,106.78780561429669,-6.42054370587521,5.0
53,107.34770954398373,-6.38525564307981,5.0
54,107.32943213709996,-6.404980765360316,5.0
55,107.32418416878679,-6.388151073873279,15.555555555555555
56,107.32888924382618,-6.4073333028800095,5.0
57,106.83340864929383,-6.49446767332096,5.0
58,106.83322768486924,-6.495372495443919,5.0
59,107.59879768310485,-6.494105744471777,5.0
