,lat,lon,pred
0,-6.138601132361186,106.08756377333872,0.9755110740661621
1,-6.149368515624398,106.5100252225483,0.7659826874732971
2,-6.205377005035562,107.03364578510464,0.9451630115509033
3,-6.40552365863409,105.87936420284586,0.9712557792663574
4,-6.3128698732430895,106.13162861072682,0.9992096424102783
5,-6.689366358606327,106.89656523347635,0.7719820737838745
6,-6.421810456847353,106.787896096509,0.9297637939453125
7,-6.355577477446754,106.99772434682319,0.7206038236618042
8,-6.352953493290173,107.00279135071176,0.9021036028862
9,-6.446240654167245,106.93438679821604,0.9783292412757874
10,-6.354853619748387,107.00134363531502,0.9057104587554932
11,-6.349515169222928,107.02025441768488,0.9262735247612
12,-6.590288336142319,107.74049282756022,0.8945349454879761
13,-6.4305872314400565,107.44868769290596,0.7101368308067322
14,-6.340014536931861,108.30057772167184,0.896774411201477
15,-6.340466947993339,108.29876807742592,0.9800506234169006
16,-6.5214313725851385,110.74486420463327,0.9943109750747681
17,-6.706467496730252,110.72197220492242,0.9626478552818298
18,-6.6015986126793065,110.99115678650273,0.9997405409812927
19,-6.856034593655377,107.13028078783668,0.9646205902099609
20,-6.7870871478859005,108.18684158081591,0.9998435974121094
21,-6.916295747044446,108.49936714208593,0.9869899153709412
22,-6.741393630676472,108.41159939615892,0.9354082942008972
23,-6.7783103732931975,108.546779821329,0.9291190505027771
24,-6.880917202036747,108.33079878057869,0.7393521070480347
25,-6.962079746466169,109.3872690913456,0.9804706573486328
26,-7.067943934852372,109.56696676496527,0.9671371579170227
27,-6.962622639739945,109.38772150240708,0.999622106552124
28,-7.0266840460454425,109.1797933785511,0.9389866590499878
29,-6.9263392726092885,109.7467549207972,0.9696555137634277
30,-7.001077579965703,110.26377028185598,0.9986507296562195
31,-7.0207122200339125,110.35588117397322,0.9968084692955017
32,-6.902361486350876,110.60941233282631,0.985430121421814
33,-7.025688741710187,110.53666463414042,0.9803339838981628
34,-7.137796202744808,111.56680462112922,0.9320854544639587
35,-6.843367083933949,111.66877807438671,0.9010112285614014
36,-6.920005517748578,112.29609125223419,0.9765040278434753
37,-7.120152171347106,112.70841869366659,0.7329678535461426
38,-7.058262338136712,112.71493341295192,0.7057628035545349
39,-6.919643588899393,112.56165654532265,0.9051418900489807
40,-7.141144044599756,112.43054781970591,0.9985595345497131
41,-7.15163998122608,112.63078495551672,0.8255850076675415
42,-7.145487190789959,112.62716566702488,0.882611870765686
43,-7.644406109389548,108.64097180432906,0.9747772216796875
44,-7.328713670689154,108.49909569544907,0.970452070236206
45,-7.490676830698815,108.57374352059314,0.991680920124054
46,-7.444349938003316,109.0651524155722,0.998275876045227
47,-7.23216915016943,108.99747172077488,0.9556651711463928
48,-7.550395090814109,109.5306833978346,0.9988731741905212
49,-7.39503713230205,109.89505526675018,0.7583235502243042
50,-7.225202019822644,110.44464422423547,0.9221149682998657
51,-7.579801809810276,110.2010661087349,0.8847697377204895
52,-7.376850207630572,110.48572314861782,0.9986026883125305
53,-7.535465525785287,110.85597636133265,0.7500858306884766
54,-7.635176923735367,110.95532583043354,0.8939952850341797
55,-7.538270474366459,110.85543346805885,0.7721931338310242
56,-7.197514462860099,111.09276831091101,0.8457443118095398
57,-7.539446743126304,112.19493213888737,0.9649290442466736
58,-7.574825288134003,112.08906795050116,0.9633497595787048
59,-7.292430303558499,112.6618203543342,0.9517427086830139
60,-7.648477808942863,109.049498992845,0.8870157599449158
61,-7.869887782430931,110.42989562363123,0.9021348357200623
62,-7.997105772918966,110.25834134911824,0.8968331813812256
63,-7.697790614644131,110.90655591800603,0.976572573184967
64,-7.698152543493313,110.907460740129,0.963507890701294
65,-7.977471132850756,110.97523191713863,0.971662163734436
66,-7.655444939289649,111.84883767685554,0.8797988295555115
67,-7.729911800009174,112.1800025738585,0.9812524914741516
68,-7.9201054102551565,112.53523573933224,0.9674701690673828
69,-7.848986391390578,112.66652542937359,0.7101262211799622
70,-7.838309490339662,112.70398506526408,0.8247671127319336
71,-8.032846246775847,112.62734663144948,0.8716487288475037
72,-7.983442958862286,112.5779433435359,0.9070966839790344
73,-7.654811563803578,112.93824351289818,0.7101513743400574
74,-7.69688579252117,113.0500795272959,0.8844130039215088
75,-7.683675389525971,113.06899030966575,0.8106438517570496
76,-7.886717473917968,113.878172734228,0.9069231152534485
77,-7.737602788054326,114.02303475611372,0.9592604637145996
78,-7.724754313908307,114.0082861555095,0.7424530982971191
79,-7.712177286399177,114.0194154676219,0.8078463077545166
80,-7.955122026413669,114.39944075926466,0.8356941938400269
81,-8.137896095251387,112.29183858825628,0.7319340109825134
82,-8.118713866244656,112.5629232962948,0.9830676913261414
83,-8.512582936368707,114.29131451557107,0.9420732259750366
