,lat,lon,pred
0,-6.21931126572913,106.36588705836093,0.9644976258277893
1,-6.06350089615559,106.3676967026068,0.9815395474433899
2,-6.073906350569619,106.67750779750799,0.7387419939041138
3,-6.012106999571519,107.06820999020171,0.7970039248466492
4,-5.981071600754025,107.09318308079537,0.825659990310669
5,-6.104217891688745,106.96388399942451,0.8770624995231628
6,-6.102860658504308,106.9639744816368,0.918886661529541
7,-6.1993146968117365,107.8778448258254,0.9167628884315491
8,-6.40552365863409,105.87936420284586,0.9546322226524353
9,-6.4953724954439185,106.83340864929384,0.7490747570991516
10,-6.689366358606327,106.89656523347635,0.9834956526756287
11,-6.650549489531389,106.80047312401811,0.8109118342399597
12,-6.352953493290173,107.00279135071176,0.9707277417182922
13,-6.446240654167245,106.93438679821604,0.9734402894973755
14,-6.388965413783941,107.21605792509321,0.901372492313385
15,-6.590288336142319,107.74049282756022,0.961570143699646
16,-6.4305872314400565,107.44868769290596,0.912559449672699
17,-6.337933446049053,108.20602380982264,0.9114041924476624
18,-6.331328244551452,108.18810833178804,0.8760770559310913
19,-6.340014536931861,108.30057772167184,0.9869727492332458
20,-6.340466947993339,108.29876807742592,0.9068598747253418
21,-6.546223498754215,108.52253058843371,0.8085888624191284
22,-6.3788314060068005,108.39802706431452,0.9997352957725525
23,-6.5214313725851385,110.74486420463327,0.8354084491729736
24,-6.706467496730252,110.72197220492242,0.8435131311416626
25,-6.716782468931986,110.8459328357678,0.748322606086731
26,-6.6015986126793065,110.99115678650273,0.9179407358169556
27,-6.70411495921056,111.30603488529243,0.8338279724121094
28,-6.857572791264406,107.1342620051777,0.9868832230567932
29,-6.7870871478859005,108.18684158081591,0.9923900961875916
30,-6.916295747044446,108.49936714208593,0.8577557802200317
31,-6.741393630676472,108.41159939615892,0.7181017994880676
32,-6.7783103732931975,108.546779821329,0.9132037162780762
33,-6.880917202036747,108.33079878057869,0.974262535572052
34,-6.954479240633313,108.47204151397258,0.7350192070007324
35,-6.779667606477637,108.54659885690441,0.9924115538597107
36,-6.984338370690963,108.82492214192658,0.8940064907073975
37,-6.962079746466169,109.3872690913456,0.9893581867218018
38,-7.067943934852372,109.56696676496527,0.9237843751907349
39,-6.8582061667504775,109.5954686618385,0.8492679595947266
40,-6.962622639739945,109.38772150240708,0.9930014610290527
41,-7.0266840460454425,109.1797933785511,0.9934123158454895
42,-7.007954228100191,110.05955192870412,0.7450879216194153
43,-6.9263392726092885,109.7467549207972,0.9251578450202942
44,-6.885531794863839,109.74765974292015,0.7390584349632263
45,-6.8873414391097585,109.74838360061851,0.8827471733093262
46,-7.001077579965703,110.26377028185598,0.9954074025154114
47,-7.0207122200339125,110.35588117397322,0.996353030204773
48,-6.932853991894595,110.29923930907594,0.7148021459579468
49,-7.022883793129015,110.35633358503469,0.9618617296218872
50,-6.902361486350876,110.60941233282631,0.9413309693336487
51,-6.804731179283601,110.58290104462364,0.8335379362106323
52,-7.025688741710187,110.53666463414042,0.9106446504592896
53,-7.137796202744808,111.56680462112922,0.9298976063728333
54,-6.843367083933949,111.66877807438671,0.7425926923751831
55,-6.920005517748578,112.29609125223419,0.9570885300636292
56,-7.120152171347106,112.70841869366659,0.9431460499763489
57,-7.058262338136712,112.71493341295192,0.704251229763031
58,-6.919643588899393,112.56165654532265,0.9592798948287964
59,-7.176251142970566,112.65005766673576,0.7940825819969177
60,-7.1798704314624,112.64272860753978,0.9330764412879944
61,-7.106760803927313,112.6183888924322,0.7651341557502747
62,-7.1836706843788285,112.6597392634514,0.9816070795059204
63,-7.184846953138675,112.66507771397686,0.9774932861328125
64,-7.141144044599756,112.43054781970591,0.9988623857498169
65,-7.1835802021665325,112.657477208144,0.9937339425086975
66,-7.112913594363435,112.61196465535916,0.8611889481544495
67,-7.15163998122608,112.63078495551672,0.9804060459136963
68,-7.055819318404723,112.71013785570022,0.8474289178848267
69,-7.187923348356737,112.62182721649944,0.9939646124839783
70,-7.117075776129045,112.61648876597395,0.7958453297615051
