,iso,coords,id
1404,IND,"[17.28394005632746, 78.46559246151594]",8f60b524979e08e
1405,CHN,"[29.78215725334246, 121.42138217404067]",8f4b343a800b159
1406,BRA,"[-1.384870919438616, -48.179428241821434]",8f804691a8c4c62
1407,CHN,"[28.52700855558658, 121.37710717570145]",8f4b3280abb5a1b
1408,VNM,"[17.941345232247496, 105.8109915597876]",8f416e6aab3004b
1409,VNM,"[10.729082519432167, 107.08705839767367]",8f65b546e29ea55
1410,IDN,"[-7.920048319729379, 112.53539121415066]",8f8d85c09c6a186
1411,THA,"[14.866404576037775, 100.89576264489533]",8f64a684941a291
1412,NGA,"[6.579593897002823, 3.375097076232147]",8f589c9a4a65182
1413,CHN,"[32.81261252089354, 115.8872831222946]",8f40b60542a6390
1414,BRA,"[-11.976508513061944, -38.056783593458164]",8f8112885a093b5
1415,TUR,"[38.334604123174, 28.529473786088005]",8f3f60a754dcaf2
1416,IND,"[12.788246563861563, 79.98790529582224]",8f618c70588c621
1417,TUR,"[41.94862454845339, 35.03998674247321]",8f2d01cc3c00b86
1418,IND,"[24.18429299041067, 86.29907475916153]",8f3cad6f6286564
1419,IND,"[28.518723899417683, 77.41689753540777]",8f3da105da6e046
1420,IND,"[22.72971721802712, 73.57356782553562]",8f42c862649aaeb
1421,IDN,"[-6.172579480332023, 107.04898722821567]",8f8c104d586a8a1
1422,IDN,"[-6.77323931736147, 110.91009628411744]",8f8d8e81bb61b4c
1423,MMR,"[16.89491664973306, 96.0170679386251]",8f648cbb40ee335
1424,THA,"[6.720567355698817, 101.15432437623869]",8f6518d191032c5
1425,MMR,"[21.834407190069747, 96.10528432563771]",8f649b78255840a
1426,THA,"[7.924537479403279, 99.4116958799462]",8f651b29e84ac53
1427,MYS,"[4.523273195833982, 103.44374242496895]",8f65065232ca115
1428,CHN,"[21.746065847288936, 109.32847274500295]",8f4156a706ee816
1429,VEN,"[10.237612707374808, -67.64723509529188]",8f674ecb56c6d21
1430,IDN,"[-6.026258400764738, 106.55873387509088]",8f8c13d54c86394
1431,CHN,"[23.711783594944162, 110.65416623773325]",8f40208359724d3
1432,DZA,"[34.90915383686982, -1.677585258864456]",8f3804980354360
1433,IDN,"[-6.097217749050971, 106.69259081087918]",8f8c13d2494b30b
1434,MYS,"[4.82173137462759, 100.67878733906332]",8f650322c9ab30d
1435,IDN,"[-7.481723664192748, 112.57201298005432]",8f8d85598ad1a63
1436,NGA,"[6.774686938940231, 3.441117901487778]",8f58822f4726b4d
1437,CHN,"[18.237454194517035, 109.36684573634776]",8f41750d4a51085
1438,VNM,"[11.138360116332313, 106.8485499794192]",8f65b1d36665359
1439,PHL,"[10.759513018397568, 122.39893632043534]",8f68753acc98072
1440,PHL,"[11.209757807765897, 119.43030970667648]",8f682d0612f3c69
1441,CHN,"[27.85564343909969, 121.16041538799178]",8f4b324166ed5ac
1442,HTI,"[19.14902895742686, -72.67164509124936]",8f6724871114870
1443,CHN,"[22.15021152261423, 113.17035023958626]",8f411d866625c06
1444,NGA,"[6.564706702979486, 3.324333200769071]",8f58826584d9468
1445,THA,"[13.559658165687393, 100.18904228777764]",8f658b6a6308d1a
1446,IND,"[27.36681584143544, 75.95073267738508]",8f3da2b13a24c92
1447,THA,"[8.269380043221238, 99.06543209590454]",8f64358d1a542c6
1448,IND,"[19.692365039676737, 77.09975551063405]",8f609526cb4c44d
1449,IND,"[12.634915796236564, 80.19267500013841]",8f618c19d091474
1450,CHN,"[30.551807416487904, 103.76269555101702]",8f40e3154590d03
1451,IDN,"[-0.437319268931653, 116.96436740597787]",8f688a925b4558d
1452,BRA,"[-7.278680834227733, -35.26575314351509]",8f8183353c0e413
1453,PHL,"[14.263803346889462, 121.1367278708242]",8f694e4208d119e
1454,IDN,"[-6.305859483425447, 106.73042173810913]",8f8c10623512b31
1455,MYS,"[2.832387048420298, 101.67746924951406]",8f650510a6822b1
1456,MMR,"[17.79439469780167, 96.6476597102775]",8f648e928c9c6e5
1457,IND,"[28.439373438523507, 77.09252952002241]",8f3da11ab6d8b75
1458,IND,"[32.43039180994735, 75.41721996151634]",8f3d32b21453424
1459,CHN,"[22.895084727895863, 116.07209533122399]",8f4110adc4326b0
1460,CHN,"[29.06821173978877, 119.2234657015884]",8f4190902832124
1461,IDN,"[-7.352196951043039, 111.00313070779035]",8f8d8134d96134e
1462,CHN,"[38.13275703525155, 115.74492113688277]",8f319d929155a55
1463,VNM,"[11.40330517483259, 107.49721476915454]",8f65b012200ea00
1464,BRA,"[-7.348708459464493, -35.352090593595705]",8f8183363c43c0d
1465,CHN,"[39.21433134370143, 117.29499544864646]",8f318c3a6960364
1466,CHN,"[32.129854524931616, 120.75919083046873]",8f309dcf2274a89
1467,IND,"[20.968520879586734, 75.59685043471268]",8f609e3614ce720
1468,BRA,"[-3.499685491306288, -42.33289271820621]",8f8003baa689b43
1469,CHN,"[21.659538907467688, 109.71428230290988]",8f4156845cdcc99
1470,IND,"[29.310591283433432, 76.30886402979283]",8f3da5ab1426831
1471,PHL,"[7.347322543944277, 125.62030690041115]",8f685c24005db92
1472,IND,"[18.64478676312871, 72.88021640445261]",8f608b8e2661a48
1473,CHN,"[29.534090206522688, 120.86827534224454]",8f4b3442c52c068
1474,CHN,"[27.24934598075679, 119.88076767017435]",8f41b0709735a2d
1475,TUR,"[40.61875858864642, 28.97600574278778]",8f1ec971dc9c591
1476,IND,"[22.78818294334321, 88.30933979965884]",8f3cf2984749382
1477,SGP,"[1.203312916565774, 103.77586317595795]",8f6520dad1b4a18
1478,IND,"[22.17150824877331, 88.22888523132369]",8f3c8d24d0ca614
1479,IND,"[21.414548652841255, 72.15994997807864]",8f42dd0b66ee019
1480,IND,"[21.62699756595396, 69.64733108531031]",8f42c2d100aeb0c
1481,PHL,"[13.766646762657759, 122.99058781192687]",8f694b5555a2409
1482,IND,"[27.796760923701807, 75.01400962147859]",8f3da6ab110c16c
1483,IND,"[28.81545817263345, 79.01362707799765]",8f3dac2dcd6b00c
1484,IDN,"[-7.535727961155731, 110.8564006634915]",8f8d8cc05ac6329
1485,IND,"[21.174366806387695, 72.9673346857254]",8f42d989d10db29
1486,IDN,"[-6.962368290716329, 109.38728653037961]",8f8d88adc60e4da
1487,IND,"[28.729292316921835, 76.66983733466525]",8f3da19b6169ce2
1488,IDN,"[-7.292808344172621, 112.661982408296]",8f8d8082881d7a6
1489,IDN,"[-6.32175485091517, 106.80856530987776]",8f8c1071e2c40a9
1490,VNM,"[16.398050672778975, 107.63719838122942]",8f4160a28b3036b
1491,THA,"[15.012908331069832, 100.98011880246565]",8f64a68cc44b55c
1492,MMR,"[17.35513541405539, 96.44435019272929]",8f648cc89b800b0
1493,VNM,"[10.255344461188887, 104.61641549556892]",8f65a3719335465
1494,IDN,"[3.625603383150583, 98.75978891142799]",8f650d4f6849ad9
1495,KHM,"[13.645282732069791, 102.95710087082985]",8f659dcc59aa902
1496,BRA,"[-7.357046582035827, -35.26815842532604]",8f81833766f2b8d
1497,BRA,"[-4.991824456266158, -44.2834288304117]",8f802a90b2484f4
1498,CHN,"[20.9942669714757, 110.11144734029169]",8f4109aee9b60db
1499,IDN,"[-6.155688598612514, 106.3097109526148]",8f8c138a817256a
1500,DZA,"[36.447455460084235, 2.424987084245454]",8f382d6da2180ad
1501,KHM,"[12.038608878289788, 105.030581931991]",8f658632bb21b60
1502,IND,"[23.106810583847412, 72.60961012431548]",8f42cc6b3a73069
1503,LAO,"[18.114785792779635, 104.49627333031626]",8f416bc84a5a841
1504,CHN,"[24.81436656322773, 118.62740846342989]",8f41a0d71ce389d
1505,IDN,"[-2.911669780774266, 104.74943791409117]",8f8cab602a33671
1506,DOM,"[19.354034455861875, -70.96719680612473]",8f4c8905a1514a5
1507,IND,"[28.78139259306579, 76.12473190643425]",8f3da5440436c2a
1508,TUR,"[36.57571416944965, 30.576266450116112]",8f3f6e2c467335c
1509,IND,"[19.720755645393123, 72.74829507404539]",8f42db554c54ce2
1510,KHM,"[11.417137474924134, 104.97912653059633]",8f6584634894aae
1511,IND,"[11.328189713500192, 77.87603486307388]",8f6032b233814d6
1512,NGA,"[6.716810775347271, 3.250609233812843]",8f588275db31126
1513,VNM,"[10.488939126071141, 106.31239699266365]",8f65a2516458285
1514,IND,"[21.815296398824415, 76.3521577408372]",8f3d92799d1aac2
1515,VNM,"[11.158058863705584, 107.5478624424386]",8f65b0806aac230
1516,THA,"[13.771569194576784, 101.3872196966343]",8f658a78eb4e4aa
1517,IDN,"[1.70943017120494, 127.97349992873744]",8f739552ea094dd
1518,IDN,"[-6.381904275743342, 106.96624522511493]",8f8c1046ec585a9
1519,IND,"[18.146126249356126, 74.49270945556398]",8f608eb23b21b69
1520,TUR,"[38.61221901160199, 26.93179248260072]",8f3f644da0ca189
1521,TUR,"[37.50763603173459, 28.036751189793904]",8f3f606f1ccc143
1522,KHM,"[11.536925015594626, 104.76505090104283]",8f65846c5a0c816
1523,IND,"[19.091792737912865, 73.11653368781921]",8f608bc8b32d58a
1524,NGA,"[6.501001607051792, 3.083699486485361]",8f58826b3250c06
1525,THA,"[7.572984415843615, 100.06469082868338]",8f651bc6a6f40f6
1526,IDN,"[-6.231838385034305, 106.76167545071047]",8f8c106146808f2
1527,TUR,"[39.809912462948155, 26.05740672351794]",8f1eca4a55ac782
1528,MYS,"[5.008100207822121, 115.52562518842734]",8f68107a8969b9c
1529,IDN,"[-7.552086353882048, 110.75969628406787]",8f8d8cc714dc454
1530,IND,"[23.366711194147165, 85.4248533708993]",8f3ca852871acc5
1531,DOM,"[18.465839416048833, -69.10379275063562]",8f4cd585aaa68f5
1532,CHN,"[29.895002344354403, 114.33974227786095]",8f40a4d1079c56a
1533,VNM,"[10.694374656142257, 105.27798675307142]",8f65848114a0058
1534,BRA,"[-3.258207956595407, -60.65718750670532]",8f8af409da23c5a
1535,DZA,"[35.91351309809035, 7.091537587127369]",8f3844dac656440
1536,IND,"[21.583292904905964, 71.75358325396469]",8f42ddc2416c2f5
1537,VNM,"[21.11807157800004, 106.41917565762144]",8f415c806489445
1538,IDN,"[-6.147489970786449, 106.49879297425488]",8f8c13992816598
1539,IND,"[11.627710082580496, 78.86702630357783]",8f60364de670104
1540,IND,"[22.7581690816169, 73.59958745967833]",8f42c8620b1d9b2
1541,IND,"[26.800078716884997, 82.14009764380761]",8f3d89860955325
1542,CHN,"[24.379428835867532, 111.57075445724547]",8f40260ad05b3a1
1543,DZA,"[36.782214167501124, 3.847903987353831]",8f38749b594ac00
1544,IDN,"[-8.816785289365033, 115.16205013317233]",8f95a4c8438b94d
1545,DZA,"[36.11924800391205, 1.284510199221101]",8f3828c753158b0
1546,PHL,"[7.185809556356108, 124.27339337630873]",8f685131d00b25b
1547,THA,"[6.625215770234729, 100.95436831249042]",8f6518d498d3598
1548,IND,"[22.422451603871863, 88.42530035953975]",8f3cf2ce9b9814a
1549,IND,"[22.49296663474246, 88.20559454725317]",8f3cf2c227610c9
1550,IND,"[30.723539691419546, 76.82761511816693]",8f3d10d20573490
1551,IDN,"[1.320289229312533, 102.12812385742788]",8f652144a35e931
1552,VEN,"[8.283034541558408, -62.835123905847574]",8f5f41722a5400b
1553,IDN,"[-6.446267740223026, 106.9346080084362]",8f8c1009131d782
1554,TUR,"[41.35034026151771, 26.908287694951134]",8f1ec8d0e86918d
1555,CHN,"[23.44032587895226, 116.5999990886807]",8f41104c0d35451
1556,DZA,"[36.48656548776714, 7.47087467092445]",8f38622f610c24d
1557,IDN,"[-6.098252186009709, 106.67222998603744]",8f8c13d258f06a6
1558,CHN,"[21.58833413715466, 110.73928800694259]",8f410940376e0ae
1559,MYS,"[4.397677672782406, 118.52530098701781]",8f681bd756052f0
1560,CHN,"[28.35413460488653, 121.37739875826703]",8f4b3212eda6018
1561,CHN,"[22.542926072520657, 113.47252600973489]",8f411dc0958e18e
1562,THA,"[6.365415609043592, 101.53453220347451]",8f651c458d51492
1563,IND,"[9.51752782194699, 77.78671246353454]",8f6035c6115e98c
1564,IND,"[20.597840519822405, 74.21821215186853]",8f6099576252d1b
1565,MYS,"[1.153173244836976, 111.44446510164983]",8f68b4729322714
1566,CHN,"[23.61619168645641, 110.40353679807606]",8f4025495672755
1567,IDN,"[2.129400718549213, 99.83291632923593]",8f652bd76a8ea4c
1568,CHN,"[21.33340491229399, 110.68045311350573]",8f410919302532c
1569,IND,"[23.83968083136069, 79.46061256633087]",8f3d9884329882d
1570,THA,"[16.592265173914566, 103.14608220448635]",8f64b4da4d1a336
1571,PHL,"[14.355391177868723, 120.82649168662115]",8f694335d4e30d3
1572,IDN,"[-6.86753914812609, 109.70667634536423]",8f8d8815ed620d1
1573,IND,"[19.594943032351537, 74.44820450317306]",8f609d30c7a952c
1574,VNM,"[12.591337743021871, 108.11943638838599]",8f65b2c05383cea
1575,IND,"[20.459319478945698, 82.91903315320067]",8f3c8609801bb22
1576,THA,"[7.979256610915884, 99.99879334468865]",8f651b4745aed58
1577,IND,"[23.006089184076455, 74.61542275488443]",8f42c96b42d5b2d
1578,IND,"[15.373215209048828, 73.93520568999614]",8f60a902c604c8b
