,iso,coords,id
700,MYS,"[4.145697751529597, 114.03460917896678]",8f68a510326a0a4
701,THA,"[6.716559478732219, 100.9166389299135]",8f6518c458609a8
702,IND,"[19.279904662655373, 76.79125812625175]",8f6082124363a75
703,IND,"[26.869040863768394, 74.77354631666178]",8f3db5ba158591c
704,IND,"[12.954310800465057, 77.86876405855709]",8f61893ab24ada5
705,NGA,"[6.642691281139093, 3.484988862780644]",8f589c92a322340
706,THA,"[12.910912427244957, 100.87080210833717]",8f658bd0201ed60
707,MMR,"[16.58365196802859, 94.91575664617001]",8f648d8ecd35d84
708,PHL,"[13.695809802270908, 123.2382261663596]",8f694b714873d70
709,IND,"[29.645601918283514, 74.3206293671927]",8f424aa5e946ad4
710,BRA,"[-29.171020226612306, -56.544115739798215]",8fa975355b24763
711,CHN,"[22.88517734914079, 109.93980616329445]",8f4025b98c094e4
712,BRA,"[-17.505823709862447, -39.32029598610526]",8fa592d466ce436
713,IND,"[28.714254994190632, 77.1613696862701]",8f3da18cb95a4de
714,PHL,"[14.762020809443017, 121.13913150465464]",8f694e8b66cd193
715,IND,"[27.827282260140592, 75.0168942794173]",8f3da6aa0481424
716,KHM,"[13.823702001358697, 103.51715314147984]",8f659c314ce5535
717,ALB,"[40.92952646149839, 19.697555644207583]",8f1ed47a29ae05b
718,PHL,"[15.149106857650455, 120.58357498157149]",8f69415492234ac
719,PHL,"[10.210405492112038, 123.57576304549616]",8f6844c0a9a3115
720,BRA,"[-3.893022353418855, -38.643802293552]",8f801046674ad28
721,IDN,"[-8.64490947451154, 116.09067504963483]",8f95a5d9996bc86
722,CHN,"[30.950770288839617, 120.87166953273987]",8f3098612b71a53
723,DOM,"[18.455756032143665, -70.68203342726474]",8f4cd0db646995e
724,IDN,"[-8.641970768922373, 116.6064792047064]",8f95a502875d381
725,NGA,"[6.460182308978427, 3.283417717345212]",8f58826dd6d21a4
726,TUR,"[41.48286187636393, 27.584068274863473]",8f1ec887199b615
727,CHN,"[23.432265061898494, 116.66020912813131]",8f41104f0d9604b
728,CHN,"[23.04077308132246, 113.64615189525456]",8f4118975bb3236
729,VNM,"[12.399623233018172, 108.19914737820811]",8f65b66de50961b
730,IDN,"[-0.281495196243573, 100.01732095194436]",8f8cd32c9b43232
731,CHN,"[28.362210557169004, 116.26915632510607]",8f4183ab250c81a
732,BRA,"[-8.235208536606578, -35.765117776957595]",8f8181186304029
733,TUR,"[39.085190681113446, 27.300306377285384]",8f3f64003982250
734,IND,"[13.194338680620138, 80.1977090888793]",8f618eb038ae65e
735,IND,"[10.756651409130585, 79.10397212913286]",8f60369813852a1
736,CHN,"[21.567868037405397, 111.4025859820033]",8f4108390194111
737,ALB,"[40.72184477251915, 20.68054167983926]",8f1ed0842c31535
738,CHN,"[23.164535444084542, 112.9695860307997]",8f411d69db9cc10
739,VEN,"[10.206739263343398, -67.34460548812937]",8f674ec60943b53
740,CHN,"[25.607232561056676, 119.73576396345359]",8f41b595c04b9b2
741,CHN,"[30.34686439161137, 120.01446274626649]",8f309a52229b458
742,VEN,"[10.454816992576992, -66.13703166910233]",8f674c8e81498e3
743,CHN,"[30.5831215468304, 104.253250946733]",8f40e3c3136226a
744,IDN,"[-6.856243444821049, 107.13035618368458]",8f8c108b1042150
745,CHN,"[22.9836089202943, 113.40824789741761]",8f411d4134f1d5a
746,CHN,"[24.76370786632485, 118.14555899553537]",8f41a0b84810cca
747,CHN,"[30.701749506803083, 120.80319317826894]",8f309aa5e856408
748,IDN,"[-8.726327916240155, 116.80976790191708]",8f95a53a131005c
749,IND,"[16.878067566886337, 74.52365222590736]",8f60ab5a0280123
750,IDN,"[-7.067177633121963, 111.82760321708334]",8f8d81cd1d1aa23
751,ALB,"[41.33929257280818, 19.752955351487987]",8f1ed4034106041
752,IDN,"[-4.954384866198572, 105.22882880993754]",8f8cad0da34bd58
753,IND,"[17.50997696353611, 78.3460392383196]",8f60a24959a2103
754,IDN,"[-6.349519967208123, 107.0205533161786]",8f8c10471c222f3
755,IDN,"[-8.239145363229499, 111.0722996919354]",8f8daa073ac4522
756,DOM,"[18.48184586194786, -69.2320925403165]",8f4cd58d5bb6796
757,IND,"[25.9224411131995, 93.74767466316152]",8f3ce8c54d33044
758,CHN,"[28.85755400961531, 104.65280829104715]",8f40e5c0a35cac5
759,IDN,"[-7.364634921033578, 108.47242130235841]",8f8d89a11d93908
760,CHN,"[22.791787507597984, 113.9114429127824]",8f411c31ac994f5
761,CHN,"[25.612752881858135, 119.37102755203429]",8f41b5b60c4b19d
762,IDN,"[-7.225484596099648, 110.44461131308785]",8f8d8c7158ad000
763,PHL,"[7.814757798093797, 123.39239777852482]",8f6855763c04b13
764,SGP,"[1.40955992180699, 103.88525513049095]",8f652636265bd14
765,DOM,"[18.760679874854738, -71.15608523939491]",8f4cd6133706a31
766,IDN,"[4.026335456251078, 117.72138863279987]",8f681a116c1441c
767,CHN,"[29.99553991669966, 121.1108998456443]",8f4b348ce29c885
768,MYS,"[2.574049977055571, 102.79377689488058]",8f65234b4a68ac5
769,IND,"[15.527405738007879, 73.79544051570414]",8f60a90cea646d9
770,CHN,"[30.514467206505, 120.90049119933795]",8f309a34e6ce322
771,TUR,"[36.799316106302754, 28.797339632738165]",8f3f63393ce16a1
772,CHN,"[29.610631896902703, 106.59864086845721]",8f40197aba2106b
773,ALB,"[40.77284885670159, 19.817331358069577]",8f1ed46a2641a80
774,CHN,"[22.899556386143203, 113.95718198617145]",8f411c39c7434ca
775,MYS,"[1.039503709068346, 110.3710350014025]",8f8c961132d3010
776,CHN,"[30.677682937323198, 111.38853609909084]",8f40a1374981d90
777,IDN,"[-9.195966984063691, 124.89259432186185]",8f942e99092b856
778,MYS,"[1.497645479972206, 103.83803075637837]",8f6526358456170
779,CHN,"[35.41275741490468, 115.85350643610245]",8f30b410495562a
780,IDN,"[-8.327081137166212, 114.58361506784694]",8f8db5a55cd5d54
781,CHN,"[38.25840764668049, 116.82632921058966]",8f318e2f5ca5a6b
782,CHN,"[27.469091540771082, 120.00976027691055]",8f41b2b6b05252b
783,CHN,"[30.089959555376886, 104.63356758787242]",8f40e07349a48a9
784,CHN,"[22.172576360381633, 113.15238350799069]",8f411d8626d154e
785,IND,"[17.036730447228823, 78.21605339455625]",8f60a2182140a02
786,THA,"[12.67600331827894, 100.96510550979897]",8f6588613c88180
787,IDN,"[-8.348081082101729, 116.03326259067845]",8f8db4946da9d6b
788,IND,"[17.283198597840745, 76.78489603931169]",8f6085da5424ca9
789,TUR,"[39.480090144777485, 26.99002770778783]",8f3f6499e1a9065
790,MYS,"[5.784900118606169, 102.10874208140112]",8f650269aa02886
791,IND,"[16.854435747739522, 75.74627959127537]",8f6085a49252608
792,AUS,"[-34.83565044220796, 147.18766089860162]",8fbe54a724d68a5
793,CHN,"[23.277701092745644, 116.41491423745131]",8f4110731763869
794,IDN,"[3.719532714969103, 98.64981487302971]",8f650d4da753c6d
795,IDN,"[-8.504524021, 118.7842389]",8f95133a62f0011
796,BRA,"[-29.93197154027504, -50.12128535038174]",8fa90305c994242
797,BRA,"[-14.862215094423986, -39.66336746684975]",8f81304f3b16976
798,IDN,"[5.294924882548939, 95.59788111195742]",8f6552a595b1ae4
799,IDN,"[-6.161972675119396, 107.03098402856418]",8f8c104c24e41b5
800,IDN,"[-8.795212561089434, 115.16585708522096]",8f95a4ca304e492
801,PHL,"[14.100135551845375, 120.6695548512843]",8f6943286904752
802,BRA,"[-7.329888409015153, -39.309028750012395]",8f803630e8658a8
803,KHM,"[13.563255686589601, 102.5227480573916]",8f659d0707a3512
804,IDN,"[-6.916207751602176, 108.49994130435833]",8f8d8976004d0a4
805,IDN,"[-6.390025439428117, 107.3684481807408]",8f8c1626ad0b4e0
806,VNM,"[11.438096667857486, 106.12753209540196]",8f65b10c644e260
807,IND,"[16.555595380308148, 75.98543304658212]",8f60ae4590d378e
808,IND,"[15.017662228944882, 78.97525059241703]",8f60a4c6481ed8e
809,VEN,"[8.256626561683852, -62.88009169882409]",8f5f410d675e4e2
810,NGA,"[6.762313893252934, 3.216082588885397]",8f5882744a8d6c4
811,IND,"[15.820601424626185, 80.35844698109995]",8f619822c4632b6
812,LKA,"[8.764673614740119, 80.40910685244836]",8f611e4214e39a5
813,BRA,"[-4.939779429949222, -38.00004213857342]",8f80168a8341983
814,TZA,"[-6.714190021089699, 39.207550895211334]",8f7b4c16e934cab
815,NGA,"[6.586685874235584, 3.370745234242677]",8f588264b5536f3
816,VNM,"[9.746158408658342, 105.34415223209365]",8f65a3d31d88614
817,CHN,"[26.038860594082216, 119.38764428722364]",8f41b533155d92a
818,CHN,"[22.73788258655637, 112.17246131194156]",8f410a4766c1d9b
819,CHN,"[33.99944084515994, 116.68841764070098]",8f30b2b420e6c91
820,CHN,"[23.26656561354978, 116.38986203396038]",8f4110704ae0709
821,BRA,"[-8.133625024312304, -36.37617285452142]",8f8181ae47b3126
822,NGA,"[6.594894475501389, 3.376133291832843]",8f588264b8c9308
823,VNM,"[9.695505334063153, 105.57010345255537]",8f65a2b4232a459
824,IDN,"[-6.787530131094053, 107.97332905436846]",8f8c16861485331
825,CHN,"[24.570778731627417, 111.17114990667791]",8f402629eae5b30
826,CHN,"[23.303503311472795, 110.46359944577954]",8f4025504cde512
827,IDN,"[-8.532636537458066, 116.97360916549248]",8f95a5acba461b6
828,NGA,"[5.327544450076286, 8.42156798470108]",8f58d2062a03c2e
829,BRA,"[-30.02521923529305, -50.16591530895938]",8fa903064d6220c
830,ALB,"[41.14287832138465, 20.148173577227062]",8f1ed4382d514cd
831,VNM,"[14.036330740362866, 108.95564634093769]",8f6930c59309619
832,AUS,"[-32.18766310666697, 115.80929307271606]",8fc993496a54d48
833,CHN,"[26.08323252181247, 119.34374743366608]",8f41b531c120d0a
834,IDN,"[-6.779879702796067, 108.54667249316631]",8f8d896254c3913
835,BRN,"[4.62498887795483, 114.39385922520066]",8f68a5b65a2e44a
836,TLS,"[-8.576834909181565, 125.49946183787225]",8f942c18ad0c401
837,IDN,"[-6.216511426387591, 106.93392351966716]",8f8c107b2024c64
838,IDN,"[-0.825698379187097, 100.38136881345041]",8f8cd3a28c2ad69
839,DOM,"[18.63773554153566, -68.58667478857683]",8f4cc619e730aa9
840,IDN,"[3.54460163846586, 98.5921081604664]",8f650d45bc626b6
841,GTM,"[14.70795233664534, -92.05485469884763]",8f6d2aaf2784541
842,MYS,"[1.039529929230456, 110.37089301835586]",8f8c961132d339d
843,PHL,"[16.530586974178416, 120.35512330968739]",8f6945a6661e10a
844,NGA,"[5.134615401767732, 7.332796301317836]",8f82da12c40c4d9
845,DOM,"[18.41616407919216, -70.04475989590972]",8f4cd092b2704ed
846,BRA,"[-4.219654422032572, -69.91745802752651]",8f8a45d29b356b3
847,CHN,"[22.89816611955544, 113.39594551533601]",8f411d4040e06e1
848,IDN,"[-0.262074520015742, 115.63242171916971]",8f688314c25096d
849,IDN,"[-6.902752829605354, 110.60978701461173]",8f8d8eb0e2e0d1d
850,CHN,"[23.31561760633132, 109.95153157767626]",8f402572d8431aa
851,CHN,"[22.83357857501216, 113.0620273212725]",8f411d7232350b4
852,IND,"[22.338384715206647, 77.07798034417874]",8f3d93420651221
853,DOM,"[18.53979983577121, -69.84504029257894]",8f4cd424442aa45
854,THA,"[12.961712288556143, 99.96665900623711]",8f658b3046ca869
855,NGA,"[5.047436386285494, 7.936323496391545]",8f58d258d4cd66b
856,PHL,"[15.450675139004035, 121.08450817038879]",8f694137615e446
857,IDN,"[-6.122120047314577, 106.94173367113662]",8f8c12b62bac686
858,IDN,"[-7.374499601625422, 112.60501430872206]",8f8d8094e2306e3
859,PHL,"[11.299545668880453, 124.95829621687467]",8f686326d634ae3
860,CHN,"[22.919596840120356, 113.14724292147336]",8f411d44b1132eb
861,CHN,"[28.349308834414916, 116.25354773841131]",8f4183ab06a40dd
862,MYS,"[2.983195438216185, 112.50510920550254]",8f68a68a38d471a
863,IDN,"[-5.228273316704799, 103.97497868511644]",8f8c1a2b251a81d
864,CHN,"[25.0218331687711, 105.81941490442705]",8f4076d21649010
865,THA,"[13.733490344251404, 100.98553714546486]",8f64a49124368e5
866,BRA,"[-8.018064062093993, -35.32443225144593]",8f81814b18e8451
867,MYS,"[5.22267841667527, 116.21130619298685]",8f6811416cae79c
868,DZA,"[34.95119382807859, -0.80049059959412]",8f3804a68270706
869,IND,"[22.749024288504117, 88.38258200732865]",8f3cf298a72ad2e
870,IND,"[15.986768903895182, 76.1247662694852]",8f60ae8890600f1
871,DOM,"[19.3639850284677, -70.39855471094484]",8f4cd4d2468e34c
872,CHN,"[23.260271614340454, 112.70548961585835]",8f4119d5d91b48d
873,BRA,"[-22.71782582222211, -43.390421985117975]",8fa8a39b2230a8c
874,CHN,"[29.68067150857526, 116.07648576791844]",8f419896d35b5b4
875,PHL,"[10.7078368989834, 123.03291293223748]",8f68624767ae068
876,IND,"[13.177050890619505, 77.82515251723778]",8f618966cb42264
877,CHN,"[21.572631220537648, 110.99804225368514]",8f41095b4605609
878,BRA,"[-5.150527603501275, -37.32259290835079]",8f818baf1c51152
879,IND,"[15.776640094677143, 80.31270773493853]",8f6198358c5d171
880,IND,"[22.834190712570283, 88.34662829258578]",8f3cf29ac6c831e
881,THA,"[12.844840435722913, 101.32622365605621]",8f658ab00c1546c
882,PHL,"[15.659007189960686, 121.17307663726422]",8f694cda44b1845
883,ALB,"[40.25647042523135, 20.329546387631222]",8f1ed0193754814
884,IDN,"[-6.822487342980358, 109.03113864970706]",8f8d8950352d062
885,IND,"[9.809269243460149, 77.32329932133813]",8f6035760599573
886,PHL,"[7.106878223038674, 125.72802138495487]",8f685896ba66606
887,MYS,"[2.975538445368811, 101.3928748340679]",8f65053b1c00c54
888,LAO,"[19.848924627429927, 102.08694703471109]",8f41493969224d9
889,IND,"[16.978962281610237, 74.12811265085995]",8f60ab792ac48ed
890,IDN,"[-6.142909153251146, 106.71887527381364]",8f8c1068c88b8b0
891,IDN,"[-6.70430434494251, 108.56631437244522]",8f8d896333b5bb6
892,CHN,"[33.80470803039077, 114.92854616256157]",8f40b22b638c0f4
893,MMR,"[18.78804446413918, 95.25816300684406]",8f648aa224d4998
894,DZA,"[36.66457481425227, 2.829402050451657]",8f3829953252493
895,NGA,"[6.456413946995649, 3.164584736122995]",8f589cd24c2e652
896,PHL,"[14.803877893393219, 121.00842808219272]",8f69416d9acc4de
897,IDN,"[1.411339690578861, 124.9646886495059]",8f68c810930d22a
898,TUR,"[39.50193421970483, 26.311394179572044]",8f1ed9a2ca82aec
899,THA,"[14.889570444374296, 101.64530129691707]",8f65996142c57ac
900,BRA,"[-22.96108776107994, -43.378080185214216]",8fa8a075359bc42
901,IND,"[12.832973540528297, 77.69443921171893]",8f61893597765ab
902,VNM,"[10.67291093016588, 105.53551571263247]",8f65a26eb8345b3
903,IND,"[17.028837761988445, 81.78005767601127]",8f3c9251311b472
904,THA,"[12.077170144275303, 102.28346055891421]",8f658e85d41cd45
905,BRA,"[-6.844266980423545, -35.3678154636229]",8f818e4a161d181
906,IND,"[10.04120871133478, 78.76022854610541]",8f60341b04ca0c0
907,THA,"[14.212275232830526, 101.14263699135762]",8f64a4ca507504c
908,MYS,"[4.830150901061036, 101.03540292848369]",8f6503072a2d6b3
909,IDN,"[-6.202861394400006, 106.20402573082384]",8f8c138e1d9e202
910,DOM,"[19.67215068143048, -70.34582270730041]",8f4cf246a05c519
911,PHL,"[10.998027712208687, 124.91031868808129]",8f6845975ba1705
912,CHN,"[33.63586756542842, 113.9816834295222]",8f40b30c460380b
913,IND,"[24.789910843698888, 92.78919370267698]",8f3cc5aa53ab34e
914,THA,"[12.629747545963063, 100.95824967563425]",8f6588615ada172
915,IDN,"[-6.216797735039162, 106.47715670274144]",8f8c13986960a23
916,CHN,"[32.01168357031562, 120.90777642936943]",8f309d5428eb914
917,DZA,"[35.44519909911625, -1.074797684672535]",8f382356b311cb3
918,NGA,"[6.68926364431435, 3.357998459815284]",8f588229e55d6f5
919,IDN,"[-7.850689632923469, 110.29755005383561]",8f8d8ca34bae234
920,IND,"[20.184986806220312, 85.70350661249115]",8f3c8e59862a255
921,IDN,"[-7.026817076378284, 109.1797446391512]",8f8d89d8b543035
922,ALB,"[40.71886540496944, 19.64261582428468]",8f1ed6b430eb6e0
923,MYS,"[1.042466441983214, 111.84532479102889]",8f68b090aa060da
924,CHN,"[33.75837288836225, 116.99233675042746]",8f30b3d8b3a62c0
925,IND,"[25.37967538881422, 81.80538019078753]",8f3d8b1330e14cd
926,IND,"[12.787058825798256, 80.23990520854795]",8f618c55ca6ea64
927,PHL,"[14.347032183443782, 120.99511947312305]",8f694e535daa69d
928,THA,"[15.216807592454343, 105.20816182637208]",8f659300d202554
929,DZA,"[35.797237190170996, 0.218092683433305]",8f382e1aab0ed53
930,IDN,"[-2.962799190578323, 104.94254564002419]",8f8cab7a4b12330
931,MMR,"[16.619672270807424, 97.43669135909184]",8f64aac926d5dac
932,PHL,"[9.40003848640311, 122.85368229491927]",8f6873b6baec645
933,IDN,"[-7.219999512077662, 112.63175982377605]",8f8d8080bc8171a
934,IND,"[22.666767635215475, 88.33539588124822]",8f3cf2d6bb03796
935,IDN,"[-2.165229452474399, 106.12029407435466]",8f8c81aae6d4202
936,IND,"[28.405636605182917, 77.10464017814468]",8f3da11886a4106
937,IDN,"[-6.203390952729559, 106.72128559769857]",8f8c106ad81cb20
938,IDN,"[-6.571353335234865, 110.66887973521604]",8f8d8e060174b86
939,CHN,"[24.677870792360167, 118.05154347426539]",8f41a0b1d91d588
940,BRA,"[-24.16714627372478, -46.78099140412413]",8fa810918215129
941,VNM,"[22.358471456934467, 104.20662253694087]",8f4159734c6a774
942,IDN,"[-7.444357385238884, 109.06534611451353]",8f8d8d659156a96
943,IND,"[22.781281264258745, 70.97637897702285]",8f42c1516b0a9ad
944,KHM,"[13.676796239903998, 102.60614507770482]",8f659d01a1282ae
945,IND,"[14.780315223151284, 78.55655041647994]",8f60a4ba8704b65
946,PHL,"[14.09334312939618, 121.14495695836955]",8f694e4a879c881
947,IND,"[29.08527476833801, 77.25855577159928]",8f3d124f12c9c01
948,NGA,"[6.564398096774376, 3.25293359670195]",8f58826e19a55b4
949,BRA,"[-11.90521735751763, -37.63870349475048]",8f8112ca8d064de
950,KHM,"[12.268779858164194, 104.61480610154571]",8f658058daf03ae
951,IDN,"[2.997568062226048, 99.06875874582218]",8f650dd012b6c40
952,CHN,"[22.69777310389361, 113.76664152679675]",8f411c34051a161
953,THA,"[13.318468455523702, 101.0468085524027]",8f658a22620d593
954,IND,"[26.534501405968584, 74.85863257153153]",8f3db500970daca
955,DZA,"[36.83478618649724, 6.907603090458673]",8f386212b6acd0c
956,BRA,"[-29.99244212467012, -50.202260643990414]",8fa903a92456488
957,BRA,"[-3.419955987638282, -44.30997312410901]",8f800cb9eadc84a
958,IDN,"[-6.142290508428703, 106.50823312710557]",8f8c13d65a51ce5
959,DZA,"[36.86563503971236, 7.434795046424608]",8f3862ac3d4e656
960,IND,"[23.040533106036555, 72.46880297388648]",8f42ceb46cdd0ed
961,IND,"[23.7268510523691, 86.41919535547053]",8f3ca9c9ed3074a
962,NGA,"[6.406222836614646, 3.392517451014247]",8f589cd6b1696dd
963,MMR,"[16.970724384491994, 94.45781384973652]",8f648d23297529b
964,MMR,"[16.758738241649947, 96.13029319066904]",8f648c95b66606c
965,IDN,"[-7.635123573342947, 110.95513509012251]",8f8d8cd0534a94c
966,PHL,"[17.074155113842647, 120.46472368721905]",8f696e0c5acd46a
967,BRA,"[-14.234649692502707, -39.3918131991846]",8f81322228aa618
968,IND,"[23.439737125376315, 75.41111776858182]",8f3d944f0799635
969,VNM,"[20.85552856180439, 104.59987393785755]",8f415da6394c022
970,IND,"[22.424231382076606, 87.29260222198673]",8f3c8d813943054
971,CHN,"[29.888348621784683, 121.94124632446062]",8f4b35572d1a763
972,KHM,"[11.495884653757184, 104.46821829062756]",8f6580806332732
973,THA,"[13.356639076849987, 101.10260340797771]",8f658a3a928e613
974,PHL,"[10.11314925429407, 122.8865963926324]",8f68711440ae65d
975,VEN,"[8.815204321479056, -64.74462193432852]",8f5f4d8f3984364
976,IDN,"[-6.359484870067727, 107.08526041983292]",8f8c1042d7a8ca5
977,MYS,"[5.713015183680231, 101.01527970794793]",8f651ddb6418cad
978,CHN,"[39.06942729134841, 117.29664974625699]",8f318c769301964
979,THA,"[6.011751717733373, 101.93000850344158]",8f651cc1065bb6b
980,IND,"[21.147096069082338, 72.98335505346714]",8f42d989b8e5ba0
981,IND,"[18.68450504818949, 73.82404071330201]",8f608858b2dbb9b
982,MYS,"[4.179007224857815, 102.0200316327943]",8f65000b1254a65
983,MYS,"[3.97794142102407, 101.10453877367787]",8f6501509d73766
984,NGA,"[6.88684225690701, 3.007781068842883]",8f58820ae4d958e
985,NGA,"[6.530125735783642, 3.400224543055129]",8f589c9859abba8
986,THA,"[7.959332362107665, 99.02871605824508]",8f64264968ca543
987,NGA,"[6.738002467265667, 3.214680350737078]",8f588274058641b
988,IDN,"[-7.745152949761786, 113.2030401536045]",8f8d841446b128e
989,IND,"[24.226375865765096, 88.26787871304268]",8f3cf40e80b0b64
990,MYS,"[5.072918190737529, 103.05740021662093]",8f6515a09ad2401
991,VNM,"[9.482428400383693, 105.8276859241445]",8f65a0410319b9c
992,IDN,"[-6.26938562114675, 106.61857739093834]",8f8c106568e0253
993,BRA,"[-15.437948067507469, -39.51351058232817]",8f8136373d75073
994,DOM,"[19.1409127485888, -70.3832429596559]",8f4cd4c09cf641c
995,IND,"[11.775642761532536, 79.67911757629437]",8f61ab626618414
996,VNM,"[11.999837127399111, 107.49316607604067]",8f65b04ee490c01
997,IDN,"[-6.063534099204504, 106.02370177891919]",8f8c1314d9947ac
998,KHM,"[12.133102942451965, 105.31130212884811]",8f658607236e942
999,NGA,"[6.135485022256054, 6.840858233880038]",8f588b0416104f5
1000,DOM,"[18.465976089717607, -69.10359611690569]",8f4cd585aaa4cae
1001,CHN,"[27.080469072656403, 119.67740431925105]",8f41b0232980c6b
1002,IND,"[10.80381400183383, 78.72450213167795]",8f6036b824aa8e8
1003,VNM,"[11.699136057475936, 106.52766511327886]",8f65b1414604946
1004,IND,"[13.125972430626907, 77.39298232761315]",8f601449c90538b
1005,BRA,"[-29.360623989829136, -49.77800748095773]",8fa91dd5a6cdb29
1006,VNM,"[9.533500196190408, 105.88720634749845]",8f65a04a6ae88b1
1007,CHN,"[32.96886152741035, 114.32338251021035]",8f40b02d1b21b32
1008,BRA,"[-24.012117373385724, -46.47472585045794]",8fa810d5b3aacee
1009,IND,"[14.374579246806745, 78.45237208849464]",8f618b45db74262
1010,THA,"[12.750667144047299, 101.06140367690824]",8f65886b46060dd
1011,VNM,"[10.18838473762289, 106.68576236580519]",8f65b5af5351984
1012,IND,"[23.234059101901828, 77.46324126423869]",8f3d914dcb96349
1013,CHN,"[28.7860984366776, 115.41053149705822]",8f418e4ea74e0dc
1014,NGA,"[6.470683891369365, 3.788996345632618]",8f589cb103b478d
1015,MMR,"[16.68081978355934, 98.46683908068512]",8f6485c0aa6b296
1016,IDN,"[-6.1627293023608, 106.8043171930244]",8f8c106a66b5b65
1017,IND,"[22.671109574275548, 75.9257083331462]",8f3d929029632dc
1018,CHN,"[21.484934112099772, 111.1305499304722]",8f410820d1a82c6
1019,IND,"[22.741096821918017, 71.59172272668735]",8f42c161350665a
1020,IDN,"[-6.129881392866582, 106.68349685790075]",8f8c10689c58194
1021,IND,"[24.123864097752207, 77.6715525235798]",8f3d91b18b10421
1022,ALB,"[41.54538546901441, 19.696265209093617]",8f1ed488a940ad0
1023,CHN,"[24.53410276513468, 117.9335892839973]",8f41a54c92dbcf1
1024,NGA,"[6.82897333788274, 3.633586741458411]",8f588224b235119
1025,IND,"[28.319789814688058, 76.77482780649645]",8f3da1c8db5cb5d
1026,THA,"[9.03351547006856, 99.18161886055061]",8f64354d4111b41
1027,GTM,"[15.99262012725011, -90.83649796090087]",8f6d2c22dd33646
1028,PHL,"[11.853338540247451, 124.82396226846478]",8f68616acc058c5
1029,CHN,"[39.07892407331176, 117.37153089123429]",8f318c2a062d536
1030,NGA,"[6.657164960207177, 3.357474909142928]",8f5882669c9a88a
1031,IND,"[20.366902106850137, 72.884069746882]",8f42db871226615
1032,CHN,"[19.891737205524638, 109.72726611372497]",8f4172a51006d62
1033,CHN,"[22.639801295866786, 110.34537985023451]",8f40259022dcd99
1034,IND,"[18.714665075303678, 73.6948178910143]",8f60884f3948953
1035,THA,"[13.614323775622822, 100.2865288126332]",8f64a4b6a825969
1036,DZA,"[36.489415298020084, 4.592542792011184]",8f3874324541a91
1037,NGA,"[6.676904579182433, 3.320206482647506]",8f5882661adc612
1038,BRA,"[-23.973889182232277, -46.48137788242483]",8fa810c71a46cb0
1039,IND,"[10.37029556860383, 77.95977529202261]",8f603080615b69a
1040,PHL,"[11.049246581535416, 125.71869653364612]",8f686e65275088d
1041,PHL,"[11.076813129665041, 123.9498214800775]",8f6863523155751
1042,PHL,"[10.99777361685208, 122.40757124279871]",8f6875af645a6c2
1043,IDN,"[-7.550558097244367, 109.5308575285715]",8f8d8d460282945
1044,THA,"[9.384005125174864, 99.12996343992512]",8f6430aa08982d4
1045,CHN,"[21.41507313951575, 110.67587401105374]",8f410954135c4dd
1046,PHL,"[6.820305833867584, 125.36777784293932]",8f685c6cb080a70
1047,IDN,"[-0.719879899499056, 119.74676335196312]",8f68d62708f6ae8
1048,TUR,"[40.28665169824531, 27.30824306063043]",8f1ecaa5aa00d5d
1049,CHN,"[21.675138527944124, 108.51436030922544]",8f41501658d1c31
1050,PHL,"[14.542482275144943, 121.22646156555197]",8f694e1a2d54450
1051,CHN,"[23.040737103831496, 114.24552111953706]",8f411c714d34154
1052,IND,"[26.114427923606325, 91.67797602350797]",8f3ce150dd81b0b
1053,IDN,"[-6.092258155479499, 106.65445814089807]",8f8c106d2436a96
1054,IND,"[22.332622344654133, 87.29863054763362]",8f3c8d881073301
1055,MYS,"[3.552665885905214, 101.07513512223]",8f65018900489a8
1056,IND,"[22.057928118903785, 75.86428903371446]",8f3d92c8a0e26c2
1057,CHN,"[22.515535318136944, 113.3458839840612]",8f411dc4eaacda5
1058,NGA,"[6.537040705064101, 3.271276689282137]",8f58826ee0f4584
1059,THA,"[13.979103419963847, 99.76973771652618]",8f64a5cc1593b29
1060,THA,"[13.042315737700127, 101.08852379976322]",8f658aae38ca685
1061,BRA,"[-2.392584247253343, -48.10199804421822]",8f807188476564c
1062,IDN,"[-6.247109751384913, 107.13769004213921]",8f8c10411602845
1063,CHN,"[27.866444185487683, 118.97650158998279]",8f41b331bd83b36
1064,IDN,"[-6.145163994013033, 106.55133382323838]",8f8c106ca073d99
1065,DZA,"[36.75693879096567, 3.38307345827264]",8f395a793861645
1066,IND,"[16.75511186919907, 77.96840883429131]",8f60a21696e8d31
1067,TUR,"[39.61028805498949, 27.851423824744042]",8f1ecb4c8ba6a5b
1068,PHL,"[7.190424756763252, 124.27601770595201]",8f685131da854d1
1069,IND,"[21.08656347754174, 72.84592403162209]",8f42d9d5ba5164c
1070,CHN,"[24.939130404481734, 118.57762186986078]",8f41a0c2badac69
1071,LKA,"[9.697285695533036, 79.97339625420544]",8f61ad2ab2ed76e
1072,THA,"[8.003810251527167, 99.64638348520701]",8f651b620b6904b
1073,IND,"[19.191253713095318, 73.88670975660129]",8f608a105934772
1074,IND,"[21.735386219626236, 72.0405332672147]",8f42dd8882d6133
1075,PHL,"[10.605146773674623, 124.02445552863972]",8f6844849daeaa4
1076,IDN,"[-6.734379035183132, 111.17925651351904]",8f8d816c949446a
1077,MYS,"[1.453913938695579, 110.38678413223128]",8f8c96452b5e906
